from,to,flow,capacity,shadow_price
6_10,7_11,0,0.25,0
6_10,7_10,0,0.25,0
6_10,7_9,0,0.105,0
6_10,6_9,0.25,0.25,0
6_10,5_9,0.175,0.25,0
6_11,5_11,0.01,0.175,0
6_11,5_12,0,0.175,0
6_11,6_12,0,0.175,0
6_11,7_12,0,0.25,0
6_11,7_11,0,0.25,0
6_11,7_10,0,0.25,0
6_11,6_10,0.01,0.15,0
6_11,5_10,0.175,0.175,0
6_12,5_12,0,0.175,0
6_12,5_13,0,0.25,0
6_12,6_13,0,0.105,0
6_12,7_13,0,0.175,0
6_12,7_12,0,0.25,0
6_12,7_11,0.035,0.25,0
6_12,6_11,0,0.15,0
6_12,5_11,0.175,0.175,0
6_13,5_13,0,0.25,0
6_13,5_14,0,0.25,0
6_13,6_14,0,0.25,0
6_13,7_14,0,0.25,0
6_13,7_13,0,0.175,0
6_13,7_12,0,0.25,0
6_13,6_12,0,0.175,0
6_13,5_12,0.175,0.175,0
6_14,5_14,0,0.25,0
6_14,5_15,0.175,0.175,0
6_14,6_15,0,0.25,0
6_14,7_15,0,0.25,0
6_14,7_14,0,0.25,0
6_14,7_13,0.075,0.175,0
6_14,6_13,0,0.105,0
6_14,5_13,0,0.25,0
6_15,5_15,0,0.175,0
6_15,5_16,0,0.105,0
6_15,6_16,0,0.105,0
6_15,7_16,0,0.25,0
6_15,7_15,0,0.25,0
6_15,7_14,0,0.25,0
6_15,6_14,0,0.25,0
6_15,5_14,0,0.25,0
6_16,5_16,0,0.105,0
6_16,5_17,0,0.105,0
6_16,6_17,0,0.105,0
6_16,7_17,0,0.325,0
6_16,7_16,0,0.25,0
6_16,7_15,0,0.25,0
6_16,6_15,0,0.25,0
6_16,5_15,0.095,0.175,0
6_17,5_17,0.045,0.105,0
6_17,5_18,0,0.105,0
6_17,6_18,0,0.105,0
6_17,7_18,0,0.15,0
6_17,7_17,0,0.325,0
6_17,7_16,0,0.25,0
6_17,6_16,0,0.105,0
6_17,5_16,0,0.105,0
6_18,5_18,0,0.105,0
6_18,5_19,0.105,0.105,0
6_18,6_19,0,0.105,0
6_18,7_19,0,0.175,0
6_18,7_18,0,0.15,0
6_18,7_17,0,0.325,0
6_18,6_17,0,0.105,0
6_18,5_17,0,0.105,0
6_19,5_19,0,0.105,0
6_19,5_20,0,0.175,0
6_19,6_20,0,0.175,0
6_19,7_20,0,0.25,0
6_19,7_19,0,0.175,0
6_19,7_18,0,0.15,0
6_19,6_18,0,0.105,0
6_19,5_18,0,0.105,0
6_20,5_20,0,0.175,0
6_20,5_21,0,0.25,0
6_20,6_21,0,0.25,0
6_20,7_21,0,0.15,0
6_20,7_20,0,0.25,0
6_20,7_19,0,0.175,0
6_20,6_19,0,0.105,0
6_20,5_19,0,0.105,0
6_21,5_21,0,0.25,0
6_21,7_21,0,0.15,0
6_21,7_20,0,0.25,0
6_21,6_20,0,0.175,0
6_21,5_20,0,0.175,0
7_1,6_1,0.15,0.15,1
7_1,6_2,0.15,0.15,1
7_1,7_2,0,0.15,0
7_1,8_2,0,0.25,0
7_1,8_1,0,0.15,0
7_2,6_2,0.15,0.15,1
7_2,6_3,0.105,0.105,1
7_2,7_3,0,0.15,0
7_2,8_3,0,0.325,0
7_2,8_2,0,0.25,0
7_2,8_1,0,0.15,0
7_2,7_1,0,0.25,0
7_2,6_1,0.15,0.15,1
7_3,6_3,0.105,0.105,1
7_3,6_4,0.105,0.105,1
7_3,7_4,0,0.25,0
7_3,8_4,0,0.15,0
7_3,8_3,0,0.325,0
7_3,8_2,0,0.25,0
7_3,7_2,0.15,0.15,0
7_3,6_2,0.15,0.15,1
7_4,6_4,0.105,0.105,1
7_4,6_5,0.105,0.105,1
7_4,7_5,0,0.325,0
7_4,8_5,0,0.35,0
7_4,8_4,0,0.15,0
7_4,8_3,0,0.325,0
7_4,7_3,0.06,0.15,0
7_4,6_3,0.105,0.105,1
7_5,6_5,0.105,0.105,1
7_5,6_6,0.105,0.105,1
7_5,7_6,0,0.15,0
7_5,8_6,0,0.25,0
7_5,8_5,0,0.35,0
7_5,8_4,0.01,0.15,0
7_5,7_4,0,0.25,0
7_5,6_4,0.105,0.105,1
7_6,6_6,0.105,0.105,1
7_6,6_7,0.175,0.175,0
7_6,7_7,0,0.15,0
7_6,8_7,0,0.25,0
7_6,8_6,0,0.25,0
7_6,8_5,0,0.35,0
7_6,7_5,0,0.325,0
7_6,6_5,0.105,0.105,1
7_7,6_7,0.01,0.175,0
7_7,6_8,0,0.15,0
7_7,7_8,0,0.105,0
7_7,8_8,0,0.15,0
7_7,8_7,0,0.25,0
7_7,8_6,0,0.25,0
7_7,7_6,0.035,0.15,0
7_7,6_6,0.105,0.105,1
7_8,6_8,0,0.15,0
7_8,6_9,0,0.25,0
7_8,7_9,0,0.105,0
7_8,8_9,0,0.25,0
7_8,8_8,0,0.15,0
7_8,8_7,0,0.25,0
7_8,7_7,0,0.15,0
7_8,6_7,0.175,0.175,0
7_9,6_9,0,0.25,0
7_9,6_10,0.115,0.15,0
7_9,7_10,0,0.25,0
7_9,8_10,0,0.15,0
7_9,8_9,0,0.25,0
7_9,8_8,0,0.15,0
7_9,7_8,0,0.105,0
7_9,6_8,0.15,0.15,0
7_10,6_10,0.15,0.15,0
7_10,6_11,0,0.15,0
7_10,7_11,0,0.25,0
7_10,8_11,0,0.25,0
7_10,8_10,0,0.15,0
7_10,8_9,0,0.25,0
7_10,7_9,0.055,0.105,0
7_10,6_9,0.045,0.25,0
7_11,6_11,0,0.15,0
7_11,6_12,0,0.175,0
7_11,7_12,0,0.25,0
7_11,8_12,0,0.25,0
7_11,8_11,0,0.25,0
7_11,8_10,0,0.15,0
7_11,7_10,0,0.25,0
7_11,6_10,0.15,0.15,0
7_12,6_12,0.175,0.175,0
7_12,6_13,0,0.105,0
7_12,7_13,0,0.175,0
7_12,8_13,0,0.25,0
7_12,8_12,0,0.25,0
7_12,8_11,0,0.25,0
7_12,7_11,0,0.25,0
7_12,6_11,0.045,0.15,0
7_13,6_13,0.07,0.105,0
7_13,6_14,0,0.25,0
7_13,7_14,0,0.25,0
7_13,8_14,0,0.25,0
7_13,8_13,0,0.25,0
7_13,8_12,0,0.25,0
7_13,7_12,0,0.25,0
7_13,6_12,0.035,0.175,0
7_14,6_14,0,0.25,0
7_14,6_15,0,0.25,0
7_14,7_15,0,0.25,0
7_14,8_15,0,0.325,0
7_14,8_14,0,0.25,0
7_14,8_13,0,0.25,0
7_14,7_13,0,0.175,0
7_14,6_13,0.105,0.105,0
7_15,6_15,0,0.25,0
7_15,6_16,0,0.105,0
7_15,7_16,0,0.25,0
7_15,8_16,0,0.25,0
7_15,8_15,0,0.325,0
7_15,8_14,0,0.25,0
7_15,7_14,0,0.25,0
7_15,6_14,0.25,0.25,0
7_16,6_16,0,0.105,0
7_16,6_17,0,0.105,0
7_16,7_17,0,0.325,0
7_16,8_17,0,0.35,0
7_16,8_16,0,0.25,0
7_16,8_15,0,0.325,0
7_16,7_15,0,0.25,0
7_16,6_15,0,0.25,0
7_17,6_17,0,0.105,0
7_17,6_18,0,0.105,0
7_17,7_18,0,0.15,0
7_17,8_18,0,0.325,0
7_17,8_17,0,0.35,0
7_17,8_16,0,0.25,0
7_17,7_16,0,0.25,0
7_17,6_16,0.095,0.105,0
7_18,6_18,0.105,0.105,0
7_18,6_19,0,0.105,0
7_18,7_19,0,0.175,0
7_18,8_19,0,0.25,0
7_18,8_18,0,0.325,0
7_18,8_17,0,0.35,0
7_18,7_17,0,0.325,0
7_18,6_17,0.045,0.105,0
7_19,6_19,0,0.105,0
7_19,6_20,0,0.175,0
7_19,7_20,0,0.25,0
7_19,8_20,0,0.25,0
7_19,8_19,0,0.25,0
7_19,8_18,0,0.325,0
7_19,7_18,0,0.15,0
7_19,6_18,0,0.105,0
7_20,6_20,0,0.175,0
7_20,6_21,0,0.25,0
7_20,7_21,0,0.15,0
7_20,8_21,0,0.25,0
7_20,8_20,0,0.25,0
7_20,8_19,0,0.25,0
7_20,7_19,0,0.175,0
7_20,6_19,0,0.105,0
7_21,6_21,0,0.25,0
7_21,8_21,0,0.25,0
7_21,8_20,0,0.25,0
7_21,7_20,0,0.25,0
7_21,6_20,0,0.175,0
8_1,7_1,0.25,0.25,0
8_1,7_2,0.05,0.15,0
8_1,8_2,0,0.25,0
8_1,9_2,0,0.25,0
8_1,9_1,0,0.15,0
8_2,7_2,0.15,0.15,0
8_2,7_3,0.15,0.15,0
8_2,8_3,0.265,0.325,0
8_2,9_3,0,0.15,0
8_2,9_2,0,0.25,0
8_2,9_1,0,0.15,0
8_2,8_1,0,0.15,0
8_2,7_1,0.05,0.25,0
8_3,7_3,0.15,0.15,0
8_3,7_4,0.06,0.25,0
8_3,8_4,0,0.15,0
8_3,9_4,0,0.325,0
8_3,9_3,0,0.15,0
8_3,9_2,0,0.25,0
8_3,8_2,0,0.25,0
8_3,7_2,0.055,0.15,0
8_4,7_4,0.16,0.25,0
8_4,7_5,0,0.325,0
8_4,8_5,0,0.35,0
8_4,9_5,0,0.35,0
8_4,9_4,0,0.325,0
8_4,9_3,0,0.15,0
8_4,8_3,0,0.325,0
8_4,7_3,0.15,0.15,0
8_5,7_5,0,0.325,0
8_5,7_6,0.15,0.15,0
8_5,8_6,0.02,0.25,0
8_5,9_6,0,0.25,0
8_5,9_5,0,0.35,0
8_5,9_4,0,0.325,0
8_5,8_4,0,0.15,0
8_5,7_4,0.155,0.25,0
8_6,7_6,0.15,0.15,0
8_6,7_7,0,0.15,0
8_6,8_7,0,0.25,0
8_6,9_7,0,0.25,0
8_6,9_6,0,0.25,0
8_6,9_5,0,0.35,0
8_6,8_5,0,0.35,0
8_6,7_5,0.325,0.325,0
8_7,7_7,0,0.15,0
8_7,7_8,0,0.105,0
8_7,8_8,0,0.15,0
8_7,9_8,0,0.325,0
8_7,9_7,0,0.25,0
8_7,9_6,0,0.25,0
8_7,8_6,0.005,0.25,0
8_7,7_6,0.05,0.15,0
8_8,7_8,0.105,0.105,0
8_8,7_9,0,0.105,0
8_8,8_9,0,0.25,0
8_8,9_9,0,0.15,0
8_8,9_8,0,0.325,0
8_8,9_7,0,0.25,0
8_8,8_7,0,0.25,0
8_8,7_7,0.15,0.15,0
8_9,7_9,0.105,0.105,0
8_9,7_10,0,0.25,0
8_9,8_10,0,0.15,0
8_9,9_10,0,0.15,0
8_9,9_9,0,0.15,0
8_9,9_8,0,0.325,0
8_9,8_8,0,0.15,0
8_9,7_8,0.07,0.105,0
8_10,7_10,0,0.25,0
8_10,7_11,0,0.25,0
8_10,8_11,0,0.25,0
8_10,9_11,0,0.15,0
8_10,9_10,0,0.15,0
8_10,9_9,0,0.15,0
8_10,8_9,0.045,0.25,0
8_10,7_9,0.105,0.105,0
8_11,7_11,0,0.25,0
8_11,7_12,0,0.25,0
8_11,8_12,0,0.25,0
8_11,9_12,0,0.325,0
8_11,9_11,0,0.15,0
8_11,9_10,0,0.15,0
8_11,8_10,0,0.15,0
8_11,7_10,0.25,0.25,0
8_12,7_12,0,0.25,0
8_12,7_13,0,0.175,0
8_12,8_13,0,0.25,0
8_12,9_13,0,0.325,0
8_12,9_12,0,0.325,0
8_12,9_11,0,0.15,0
8_12,8_11,0,0.25,0
8_12,7_11,0.115,0.25,0
8_13,7_13,0.03,0.175,0
8_13,7_14,0,0.25,0
8_13,8_14,0,0.25,0
8_13,9_14,0,0.25,0
8_13,9_13,0,0.325,0
8_13,9_12,0,0.325,0
8_13,8_12,0,0.25,0
8_13,7_12,0.22,0.25,0
8_14,7_14,0,0.25,0
8_14,7_15,0.25,0.25,0
8_14,8_15,0,0.325,0
8_14,9_15,0,0.325,0
8_14,9_14,0,0.25,0
8_14,9_13,0,0.325,0
8_14,8_13,0,0.25,0
8_14,7_13,0,0.175,0
8_15,7_15,0,0.25,0
8_15,7_16,0,0.25,0
8_15,8_16,0,0.25,0
8_15,9_16,0,0.15,0
8_15,9_15,0,0.325,0
8_15,9_14,0,0.25,0
8_15,8_14,0,0.25,0
8_15,7_14,0.105,0.25,0
8_16,7_16,0,0.25,0
8_16,7_17,0.05,0.325,0
8_16,8_17,0,0.35,0
8_16,9_17,0,0.35,0
8_16,9_16,0,0.15,0
8_16,9_15,0,0.325,0
8_16,8_15,0,0.325,0
8_16,7_15,0,0.25,0
8_17,7_17,0.045,0.325,0
8_17,7_18,0.15,0.15,0
8_17,8_18,0,0.325,0
8_17,9_18,0,0.25,0
8_17,9_17,0,0.35,0
8_17,9_16,0,0.15,0
8_17,8_16,0,0.25,0
8_17,7_16,0,0.25,0
8_18,7_18,0,0.15,0
8_18,7_19,0,0.175,0
8_18,8_19,0,0.25,0
8_18,9_19,0,0.15,0
8_18,9_18,0,0.25,0
8_18,9_17,0,0.35,0
8_18,8_17,0,0.35,0
8_18,7_17,0,0.325,0
8_19,7_19,0,0.175,0
8_19,7_20,0,0.25,0
8_19,8_20,0,0.25,0
8_19,9_20,0,0.15,0
8_19,9_19,0,0.15,0
8_19,9_18,0,0.25,0
8_19,8_18,0,0.325,0
8_19,7_18,0,0.15,0
8_20,7_20,0,0.25,0
8_20,7_21,0,0.15,0
8_20,8_21,0,0.25,0
8_20,9_21,0,0.325,0
8_20,9_20,0,0.15,0
8_20,9_19,0,0.15,0
8_20,8_19,0,0.25,0
8_20,7_19,0,0.175,0
8_21,7_21,0,0.15,0
8_21,9_21,0,0.325,0
8_21,9_20,0,0.15,0
8_21,8_20,0,0.25,0
8_21,7_20,0,0.25,0
9_1,8_1,0.15,0.15,0
9_1,8_2,0.15,0.25,0
9_1,9_2,0,0.25,0
9_1,10_2,0,0.15,0
9_1,10_1,0,0.15,0
9_2,8_2,0.215,0.25,0
9_2,8_3,0,0.325,0
9_2,9_3,0,0.15,0
9_2,10_3,0,0.25,0
9_2,10_2,0,0.15,0
9_2,10_1,0,0.15,0
9_2,9_1,0,0.15,0
9_2,8_1,0.15,0.15,0
9_3,8_3,0,0.325,0
9_3,8_4,0.15,0.15,0
9_3,9_4,0,0.325,0
9_3,10_4,0,0.35,0
9_3,10_3,0,0.25,0
9_3,10_2,0,0.15,0
9_3,9_2,0,0.25,0
9_3,8_2,0.25,0.25,0
9_4,8_4,0,0.15,0
9_4,8_5,0.325,0.35,0
9_4,9_5,0,0.35,0
9_4,10_5,0,0.455,0
9_4,10_4,0,0.35,0
9_4,10_3,0,0.25,0
9_4,9_3,0,0.15,0
9_4,8_3,0,0.325,0
9_5,8_5,0,0.35,0
9_5,8_6,0.2,0.25,0
9_5,9_6,0,0.25,0
9_5,10_6,0,0.35,0
9_5,10_5,0,0.455,0
9_5,10_4,0,0.35,0
9_5,9_4,0,0.325,0
9_5,8_4,0.15,0.15,0
9_6,8_6,0,0.25,0
9_6,8_7,0,0.25,0
9_6,9_7,0,0.25,0
9_6,10_7,0,0.15,0
9_6,10_6,0,0.35,0
9_6,10_5,0,0.455,0
9_6,9_5,0,0.35,0
9_6,8_5,0,0.35,0
9_7,8_7,0.055,0.25,0
9_7,8_8,0.105,0.15,0
9_7,9_8,0,0.325,0
9_7,10_8,0,0.25,0
9_7,10_7,0,0.15,0
9_7,10_6,0,0.35,0
9_7,9_6,0,0.25,0
9_7,8_6,0.25,0.25,0
9_8,8_8,0,0.15,0
9_8,8_9,0,0.25,0
9_8,9_9,0,0.15,0
9_8,10_9,0,0.325,0
9_8,10_8,0,0.25,0
9_8,10_7,0,0.15,0
9_8,9_7,0,0.25,0
9_8,8_7,0,0.25,0
9_9,8_9,0.13,0.25,0
9_9,8_10,0,0.15,0
9_9,9_10,0,0.15,0
9_9,10_10,0,0.25,0
9_9,10_9,0,0.325,0
9_9,10_8,0,0.25,0
9_9,9_8,0,0.325,0
9_9,8_8,0.15,0.15,0
9_10,8_10,0.15,0.15,0
9_10,8_11,0,0.25,0
9_10,9_11,0,0.15,0
9_10,10_11,0,0.15,0
9_10,10_10,0,0.25,0
9_10,10_9,0,0.325,0
9_10,9_9,0,0.15,0
9_10,8_9,0,0.25,0
9_11,8_11,0.25,0.25,0
9_11,8_12,0.04,0.25,0
9_11,9_12,0,0.325,0
9_11,10_12,0,0.25,0
9_11,10_11,0,0.15,0
9_11,10_10,0,0.25,0
9_11,9_10,0,0.15,0
9_11,8_10,0,0.15,0
9_12,8_12,0,0.25,0
9_12,8_13,0,0.25,0
9_12,9_13,0,0.325,0
9_12,10_13,0,0.25,0
9_12,10_12,0,0.25,0
9_12,10_11,0,0.15,0
9_12,9_11,0,0.15,0
9_12,8_11,0,0.25,0
9_13,8_13,0.25,0.25,0
9_13,8_14,0,0.25,0
9_13,9_14,0,0.25,0
9_13,10_14,0,0.15,0
9_13,10_13,0,0.25,0
9_13,10_12,0,0.25,0
9_13,9_12,0,0.325,0
9_13,8_12,0.075,0.25,0
9_14,8_14,0,0.25,0
9_14,8_15,0,0.325,0
9_14,9_15,0,0.325,0
9_14,10_15,0,0.25,0
9_14,10_14,0,0.15,0
9_14,10_13,0,0.25,0
9_14,9_13,0.325,0.325,0
9_14,8_13,0,0.25,0
9_15,8_15,0.105,0.325,0
9_15,8_16,0,0.25,0
9_15,9_16,0,0.15,0
9_15,10_16,0,0.325,0
9_15,10_15,0,0.25,0
9_15,10_14,0,0.15,0
9_15,9_14,0,0.25,0
9_15,8_14,0.25,0.25,0
9_16,8_16,0,0.25,0
9_16,8_17,0.195,0.35,0
9_16,9_17,0,0.35,0
9_16,10_17,0,0.455,0
9_16,10_16,0,0.325,0
9_16,10_15,0,0.25,0
9_16,9_15,0,0.325,0
9_16,8_15,0,0.325,0
9_17,8_17,0,0.35,0
9_17,8_18,0,0.325,0
9_17,9_18,0,0.25,0
9_17,10_18,0,0.35,0
9_17,10_17,0,0.455,0
9_17,10_16,0,0.325,0
9_17,9_16,0,0.15,0
9_17,8_16,0.05,0.25,0
9_18,8_18,0,0.325,0
9_18,8_19,0,0.25,0
9_18,9_19,0,0.15,0
9_18,10_19,0,0.25,0
9_18,10_18,0,0.35,0
9_18,10_17,0,0.455,0
9_18,9_17,0,0.35,0
9_18,8_17,0,0.35,0
9_19,8_19,0,0.25,0
9_19,8_20,0,0.25,0
9_19,9_20,0,0.15,0
9_19,10_20,0,0.25,0
9_19,10_19,0,0.25,0
9_19,10_18,0,0.35,0
9_19,9_18,0,0.25,0
9_19,8_18,0,0.325,0
9_20,8_20,0,0.25,0
9_20,8_21,0,0.25,0
9_20,9_21,0,0.325,0
9_20,10_21,0,0.15,0
9_20,10_20,0,0.25,0
9_20,10_19,0,0.25,0
9_20,9_19,0,0.15,0
9_20,8_19,0,0.25,0
9_21,8_21,0,0.25,0
9_21,10_21,0,0.15,0
9_21,10_20,0,0.25,0
9_21,9_20,0,0.15,0
9_21,8_20,0,0.25,0
10_1,9_1,0.15,0.15,0
10_1,9_2,0.15,0.25,0
10_1,10_2,0,0.15,0
10_1,11_2,0,0.25,0
10_1,11_1,0,0.325,0
10_2,9_2,0,0.25,0
10_2,9_3,0.15,0.15,0
10_2,10_3,0,0.25,0
10_2,11_3,0,0.15,0
10_2,11_2,0,0.25,0
10_2,11_1,0,0.325,0
10_2,10_1,0,0.15,0
10_2,9_1,0.15,0.15,0
10_3,9_3,0.15,0.15,0
10_3,9_4,0,0.325,0
10_3,10_4,0,0.35,0
10_3,11_4,0,0.325,0
10_3,11_3,0,0.15,0
10_3,11_2,0,0.25,0
10_3,10_2,0,0.15,0
10_3,9_2,0.215,0.25,0
10_4,9_4,0,0.325,0
10_4,9_5,0.35,0.35,0
10_4,10_5,0,0.455,0
10_4,11_5,0,0.455,0
10_4,11_4,0,0.325,0
10_4,11_3,0,0.15,0
10_4,10_3,0.05,0.25,0
10_4,9_3,0.1,0.15,0
10_5,9_5,0,0.35,0
10_5,9_6,0,0.25,0
10_5,10_6,0,0.35,0
10_5,11_6,0,0.35,0
10_5,11_5,0,0.455,0
10_5,11_4,0,0.325,0
10_5,10_4,0,0.35,0
10_5,9_4,0.325,0.325,0
10_6,9_6,0,0.25,0
10_6,9_7,0.01,0.25,0
10_6,10_7,0,0.15,0
10_6,11_7,0,0.15,0
10_6,11_6,0,0.35,0
10_6,11_5,0,0.455,0
10_6,10_5,0.29,0.455,0
10_6,9_5,0,0.35,0
10_7,9_7,0.15,0.25,0
10_7,9_8,0,0.325,0
10_7,10_8,0,0.25,0
10_7,11_8,0,0.325,0
10_7,11_7,0,0.15,0
10_7,11_6,0,0.35,0
10_7,10_6,0,0.35,0
10_7,9_6,0,0.25,0
10_8,9_8,0,0.325,0
10_8,9_9,0,0.15,0
10_8,10_9,0,0.325,0
10_8,11_9,0,0.325,0
10_8,11_8,0,0.325,0
10_8,11_7,0,0.15,0
10_8,10_7,0,0.15,0
10_8,9_7,0.25,0.25,0
10_9,9_9,0.13,0.15,0
10_9,9_10,0,0.15,0
10_9,10_10,0,0.25,0
10_9,11_10,0,0.25,0
10_9,11_9,0,0.325,0
10_9,11_8,0,0.325,0
10_9,10_8,0,0.25,0
10_9,9_8,0,0.325,0
10_10,9_10,0,0.15,0
10_10,9_11,0,0.15,0
10_10,10_11,0,0.15,0
10_10,11_11,0,0.25,0
10_10,11_10,0,0.25,0
10_10,11_9,0.1,0.325,0
10_10,10_9,0,0.325,0
10_10,9_9,0.15,0.15,0
10_11,9_11,0.14,0.15,0
10_11,9_12,0,0.325,0
10_11,10_12,0,0.25,0
10_11,11_12,0,0.25,0
10_11,11_11,0,0.25,0
10_11,11_10,0,0.25,0
10_11,10_10,0,0.25,0
10_11,9_10,0.15,0.15,0
10_12,9_12,0,0.325,0
10_12,9_13,0,0.325,0
10_12,10_13,0,0.25,0
10_12,11_13,0,0.25,0
10_12,11_12,0,0.25,0
10_12,11_11,0,0.25,0
10_12,10_11,0.1,0.15,0
10_12,9_11,0.15,0.15,0
10_13,9_13,0,0.325,0
10_13,9_14,0,0.25,0
10_13,10_14,0,0.15,0
10_13,11_14,0,0.15,0
10_13,11_13,0,0.25,0
10_13,11_12,0,0.25,0
10_13,10_12,0,0.25,0
10_13,9_12,0,0.325,0
10_14,9_14,0.15,0.25,0
10_14,9_15,0,0.325,0
10_14,10_15,0,0.25,0
10_14,11_15,0,0.325,0
10_14,11_14,0,0.15,0
10_14,11_13,0,0.25,0
10_14,10_13,0,0.25,0
10_14,9_13,0,0.325,0
10_15,9_15,0.325,0.325,0
10_15,9_16,0,0.15,0
10_15,10_16,0,0.325,0
10_15,11_16,0,0.35,0
10_15,11_15,0,0.325,0
10_15,11_14,0,0.15,0
10_15,10_14,0,0.15,0
10_15,9_14,0.175,0.25,0
10_16,9_16,0.045,0.15,0
10_16,9_17,0,0.35,0
10_16,10_17,0,0.455,0
10_16,11_17,0,0.455,0
10_16,11_16,0,0.35,0
10_16,11_15,0,0.325,0
10_16,10_15,0.25,0.25,0
10_16,9_15,0.03,0.325,0
10_17,9_17,0.05,0.35,0
10_17,9_18,0,0.25,0
10_17,10_18,0,0.35,0
10_17,11_18,0,0.325,0
10_17,11_17,0,0.455,0
10_17,11_16,0,0.35,0
10_17,10_16,0,0.325,0
10_17,9_16,0.15,0.15,0
10_18,9_18,0,0.25,0
10_18,9_19,0,0.15,0
10_18,10_19,0,0.25,0
10_18,11_19,0,0.25,0
10_18,11_18,0,0.325,0
10_18,11_17,0,0.455,0
10_18,10_17,0,0.455,0
10_18,9_17,0,0.35,0
10_19,9_19,0,0.15,0
10_19,9_20,0,0.15,0
10_19,10_20,0,0.25,0
10_19,11_20,0,0.325,0
10_19,11_19,0,0.25,0
10_19,11_18,0,0.325,0
10_19,10_18,0,0.35,0
10_19,9_18,0,0.25,0
10_20,9_20,0,0.15,0
10_20,9_21,0,0.325,0
10_20,10_21,0,0.15,0
10_20,11_21,0,0.25,0
10_20,11_20,0,0.325,0
10_20,11_19,0,0.25,0
10_20,10_19,0,0.25,0
10_20,9_19,0,0.15,0
10_21,9_21,0,0.325,0
10_21,11_21,0,0.25,0
10_21,11_20,0,0.325,0
10_21,10_20,0,0.25,0
10_21,9_20,0,0.15,0
11_1,10_1,0.15,0.15,0
11_1,10_2,0,0.15,0
11_1,11_2,0,0.25,0
11_1,12_2,0,0.325,0
11_1,12_1,0,0.325,0
11_2,10_2,0.15,0.15,0
11_2,10_3,0.065,0.25,0
11_2,11_3,0,0.15,0
11_2,12_3,0,0.35,0
11_2,12_2,0,0.325,0
11_2,12_1,0,0.325,0
11_2,11_1,0.075,0.325,0
11_2,10_1,0.15,0.15,0
11_3,10_3,0,0.25,0
11_3,10_4,0.15,0.35,0
11_3,11_4,0,0.325,0
11_3,12_4,0,0.325,0
11_3,12_3,0,0.35,0
11_3,12_2,0,0.325,0
11_3,11_2,0,0.25,0
11_3,10_2,0.15,0.15,0
11_4,10_4,0,0.35,0
11_4,10_5,0.035,0.455,0
11_4,11_5,0,0.455,0
11_4,12_5,0,0.455,0
11_4,12_4,0,0.325,0
11_4,12_3,0,0.35,0
11_4,11_3,0,0.15,0
11_4,10_3,0.25,0.25,0
11_5,10_5,0,0.455,0
11_5,10_6,0,0.35,0
11_5,11_6,0,0.35,0
11_5,12_6,0,0.35,0
11_5,12_5,0,0.455,0
11_5,12_4,0,0.325,0
11_5,11_4,0.105,0.325,0
11_5,10_4,0.35,0.35,0
11_6,10_6,0,0.35,0
11_6,10_7,0.15,0.15,0
11_6,11_7,0,0.15,0
11_6,12_7,0,0.35,0
11_6,12_6,0,0.35,0
11_6,12_5,0,0.455,0
11_6,11_5,0,0.455,0
11_6,10_5,0,0.455,0
11_7,10_7,0,0.15,0
11_7,10_8,0,0.25,0
11_7,11_8,0,0.325,0
11_7,12_8,0,0.325,0
11_7,12_7,0,0.35,0
11_7,12_6,0,0.35,0
11_7,11_6,0,0.35,0
11_7,10_6,0.3,0.35,0
11_8,10_8,0,0.25,0
11_8,10_9,0.12,0.325,0
11_8,11_9,0,0.325,0
11_8,12_9,0,0.325,0
11_8,12_8,0,0.325,0
11_8,12_7,0,0.35,0
11_8,11_7,0,0.15,0
11_8,10_7,0,0.15,0
11_9,10_9,0,0.325,0
11_9,10_10,0,0.25,0
11_9,11_10,0,0.25,0
11_9,12_10,0,0.35,0
11_9,12_9,0,0.325,0
11_9,12_8,0,0.325,0
11_9,11_8,0,0.325,0
11_9,10_8,0.25,0.25,0
11_10,10_10,0,0.25,0
11_10,10_11,0.04,0.15,0
11_10,11_11,0,0.25,0
11_10,12_11,0,0.35,0
11_10,12_10,0,0.35,0
11_10,12_9,0,0.325,0
11_10,11_9,0.15,0.325,0
11_10,10_9,0.01,0.325,0
11_11,10_11,0,0.15,0
11_11,10_12,0.25,0.25,0
11_11,11_12,0,0.25,0
11_11,12_12,0,0.25,0
11_11,12_11,0,0.35,0
11_11,12_10,0,0.35,0
11_11,11_10,0,0.25,0
11_11,10_10,0.25,0.25,0
11_12,10_12,0,0.25,0
11_12,10_13,0,0.25,0
11_12,11_13,0,0.25,0
11_12,12_13,0,0.325,0
11_12,12_12,0,0.25,0
11_12,12_11,0,0.35,0
11_12,11_11,0,0.25,0
11_12,10_11,0.15,0.15,0
11_13,10_13,0,0.25,0
11_13,10_14,0,0.15,0
11_13,11_14,0,0.15,0
11_13,12_14,0,0.325,0
11_13,12_13,0,0.325,0
11_13,12_12,0.25,0.25,0
11_13,11_12,0,0.25,0
11_13,10_12,0,0.25,0
11_14,10_14,0,0.15,0
11_14,10_15,0,0.25,0
11_14,11_15,0,0.325,0
11_14,12_15,0,0.325,0
11_14,12_14,0,0.325,0
11_14,12_13,0,0.325,0
11_14,11_13,0,0.25,0
11_14,10_13,0,0.25,0
11_15,10_15,0,0.25,0
11_15,10_16,0,0.325,0
11_15,11_16,0,0.35,0
11_15,12_16,0,0.35,0
11_15,12_15,0,0.325,0
11_15,12_14,0,0.325,0
